-0.138871	-9.687434	0.742240	-0.213637	-9.697463	-0.119207	31.902446
-0.158025	-9.692223	0.747029	-0.232823	-9.702238	-0.114490	31.899452
-0.134082	-9.701800	0.737452	-0.208840	-9.711783	-0.123925	31.893461
-0.124505	-9.677857	0.718297	-0.199247	-9.687918	-0.142795	31.905441
-0.124505	-9.677857	0.718297	-0.199247	-9.687918	-0.142795	31.905441
-0.124505	-9.711378	0.699142	-0.199247	-9.721329	-0.161664	31.893461
-0.119716	-9.697011	0.679988	-0.194450	-9.707010	-0.180534	31.899452
-0.138871	-9.677857	0.670411	-0.213637	-9.687918	-0.189969	31.899452
-0.124505	-9.692223	0.708720	-0.199247	-9.702238	-0.152230	31.896457
-0.158025	-9.711378	0.723086	-0.232823	-9.721329	-0.138077	31.899452
-0.167603	-9.687434	0.747029	-0.242416	-9.697463	-0.114490	31.899452
-0.167603	-9.687434	0.747029	-0.242416	-9.697463	-0.114490	31.899452
-0.181969	-9.687434	0.737452	-0.256806	-9.697463	-0.123925	31.893461
-0.177180	-9.706589	0.761395	-0.252010	-9.716557	-0.100337	31.893461
-0.162814	-9.701800	0.775761	-0.237620	-9.711783	-0.086185	31.899452
-0.158025	-9.711378	0.742240	-0.232823	-9.721329	-0.119207	31.896457
-0.153237	-9.706589	0.751818	-0.228027	-9.716557	-0.109772	31.911434
-0.138871	-9.682645	0.732663	-0.213637	-9.692690	-0.128642	31.905441
-0.138871	-9.682645	0.732663	-0.213637	-9.692690	-0.128642	31.905441
-0.124505	-9.692223	0.703931	-0.199247	-9.702238	-0.156947	31.893461
-0.124505	-9.687434	0.699142	-0.199247	-9.697463	-0.161664	31.908437
-0.119716	-9.687434	0.713508	-0.194450	-9.697463	-0.147512	31.902446
-0.119716	-9.701800	0.694354	-0.194450	-9.711783	-0.166382	31.908437
-0.124505	-9.682645	0.689565	-0.199247	-9.692690	-0.171099	31.908437
-0.158025	-9.697011	0.694354	-0.232823	-9.707010	-0.166382	31.890466
-0.158025	-9.697011	0.694354	-0.232823	-9.707010	-0.166382	31.890466
-0.162814	-9.701800	0.718297	-0.237620	-9.711783	-0.142795	31.902446
-0.162814	-9.668279	0.727874	-0.237620	-9.678372	-0.133360	31.911434
-0.181969	-9.711378	0.751818	-0.256806	-9.721329	-0.109772	31.899452
-0.162814	-9.706589	0.751818	-0.237620	-9.716557	-0.109772	31.902446
-0.153237	-9.682645	0.766184	-0.228027	-9.692690	-0.095620	31.899452
-0.153237	-9.682645	0.766184	-0.228027	-9.692690	-0.095620	31.899452
-0.148448	-9.711378	0.756606	-0.223230	-9.721329	-0.105055	31.893461
-0.138871	-9.697011	0.742240	-0.213637	-9.707010	-0.119207	31.896457
-0.105350	-9.692223	0.723086	-0.180060	-9.702238	-0.138077	31.899452
-0.114928	-9.711378	0.694354	-0.189654	-9.721329	-0.166382	31.896457
-0.119716	-9.701800	0.747029	-0.194450	-9.711783	-0.114490	31.905441
-0.134082	-9.697011	0.713508	-0.208840	-9.707010	-0.147512	31.896457
-0.134082	-9.697011	0.713508	-0.208840	-9.707010	-0.147512	31.896457
-0.143659	-9.711378	0.727874	-0.218433	-9.721329	-0.133360	31.890466
-0.153237	-9.677857	0.732663	-0.228027	-9.687918	-0.128642	31.881481
-0.167603	-9.692223	0.703931	-0.242416	-9.702238	-0.156947	31.896457
-0.167603	-9.711378	0.723086	-0.242416	-9.721329	-0.138077	31.896457
-0.167603	-9.682645	0.737452	-0.242416	-9.692690	-0.123925	31.890466
-0.167603	-9.711378	0.708720	-0.242416	-9.721329	-0.152230	31.899452
-0.167603	-9.711378	0.708720	-0.242416	-9.721329	-0.152230	31.899452
-0.143659	-9.706589	0.703931	-0.218433	-9.716557	-0.156947	31.896457
-0.143659	-9.692223	0.713508	-0.218433	-9.702238	-0.147512	31.887470
-0.129293	-9.697011	0.703931	-0.204043	-9.707010	-0.156947	31.887470
-0.110139	-9.682645	0.708720	-0.184857	-9.692690	-0.152230	31.908437
-0.129293	-9.682645	0.727874	-0.204043	-9.692690	-0.133360	31.902446
-0.134082	-9.716166	0.756606	-0.208840	-9.726102	-0.105055	31.902446
-0.134082	-9.716166	0.756606	-0.208840	-9.726102	-0.105055	31.902446
-0.158025	-9.673069	0.732663	-0.232823	-9.683145	-0.128642	31.908437
-0.158025	-9.687434	0.766184	-0.232823	-9.697463	-0.095620	31.905441
-0.172391	-9.706589	0.732663	-0.247213	-9.716557	-0.128642	31.905441
-0.172391	-9.682645	0.708720	-0.247213	-9.692690	-0.152230	31.899452
-0.167603	-9.701800	0.742240	-0.242416	-9.711783	-0.119207	31.902446
-0.158025	-9.692223	0.751818	-0.232823	-9.702238	-0.109772	31.905441
-0.158025	-9.692223	0.751818	-0.232823	-9.702238	-0.109772	31.905441
-0.153237	-9.673069	0.718297	-0.228027	-9.683145	-0.142795	31.899452
-0.148448	-9.706589	0.694354	-0.223230	-9.716557	-0.166382	31.908437
-0.129293	-9.687434	0.713508	-0.204043	-9.697463	-0.147512	31.899452
-0.124505	-9.677857	0.694354	-0.199247	-9.687918	-0.166382	31.905441
-0.129293	-9.692223	0.699142	-0.204043	-9.702238	-0.161664	31.914428
-0.129293	-9.673069	0.751818	-0.204043	-9.683145	-0.109772	31.893461
-0.129293	-9.673069	0.751818	-0.204043	-9.683145	-0.109772	31.893461
-0.138871	-9.673069	0.742240	-0.213637	-9.683145	-0.119207	31.908437
-0.162814	-9.711378	0.751818	-0.237620	-9.721329	-0.109772	31.908437
-0.153237	-9.692223	0.761395	-0.228027	-9.702238	-0.100337	31.899452
-0.158025	-9.701800	0.761395	-0.232823	-9.711783	-0.100337	31.899452
-0.172391	-9.701800	0.751818	-0.247213	-9.711783	-0.109772	31.902446
-0.153237	-9.673069	0.737452	-0.228027	-9.683145	-0.123925	31.902446
-0.153237	-9.673069	0.737452	-0.228027	-9.683145	-0.123925	31.902446
-0.162814	-9.682645	0.751818	-0.237620	-9.692690	-0.109772	31.905441
-0.143659	-9.706589	0.747029	-0.218433	-9.716557	-0.114490	31.896457
-0.143659	-9.677857	0.727874	-0.218433	-9.687918	-0.133360	31.893461
-0.148448	-9.697011	0.732663	-0.223230	-9.707010	-0.128642	31.899452
-0.119716	-9.701800	0.699142	-0.194450	-9.711783	-0.161664	31.914428
-0.134082	-9.677857	0.699142	-0.208840	-9.687918	-0.161664	31.911434
-0.134082	-9.677857	0.699142	-0.208840	-9.687918	-0.161664	31.911434
-0.124505	-9.673069	0.703931	-0.199247	-9.683145	-0.156947	31.905441
-0.143659	-9.697011	0.703931	-0.218433	-9.707010	-0.156947	31.893461
-0.129293	-9.697011	0.723086	-0.204043	-9.707010	-0.138077	31.899452
-0.153237	-9.701800	0.718297	-0.228027	-9.711783	-0.142795	31.899452
-0.153237	-9.701800	0.713508	-0.228027	-9.711783	-0.147512	31.890466
-0.153237	-9.701800	0.713508	-0.228027	-9.711783	-0.147512	31.890466
-0.148448	-9.697011	0.747029	-0.223230	-9.707010	-0.114490	31.911434
-0.158025	-9.697011	0.742240	-0.232823	-9.707010	-0.119207	31.899452
