0.269664	0.110666	-8.008960	0.000310	-0.000174	0.000848	-33.228729	7.970629	39.578239	43.680744	6.371206	184.249664	27.649295
0.269664	0.110666	-8.018373	-0.000755	0.000359	0.000848	-33.228729	7.970629	39.578239	43.961318	6.461678	184.186599	27.655284
0.264886	0.115447	-8.027785	-0.000222	0.000492	0.000315	-33.228729	7.970629	39.578239	44.247932	6.554955	184.122406	27.652290
0.250554	0.115447	-8.018373	0.000177	0.000225	0.000315	-33.228729	7.970629	39.578239	44.533756	6.649173	184.057693	27.655284
0.274441	0.096320	-8.032492	0.000710	0.000492	-0.000484	-34.006458	6.071723	39.635181	44.822181	6.733845	183.999740	27.658279
0.274441	0.120229	-8.004255	-0.000755	0.000625	0.000448	-34.006458	6.071723	39.635181	45.110176	6.819995	183.937957	27.658279
0.260109	0.110666	-7.999548	0.000044	0.000492	-0.000084	-34.006458	6.071723	39.635181	45.398250	6.906259	183.877166	27.664270
0.260109	0.086756	-8.027785	0.000444	-0.000041	-0.000484	-34.006458	6.071723	39.635181	45.686248	6.991324	183.817810	27.673255
0.279219	0.110666	-8.013668	0.000577	-0.000174	-0.000351	-34.006458	6.071723	39.635181	45.973625	7.079249	183.756134	27.652290
0.274441	0.115447	-8.027785	0.000444	0.000359	0.000315	-34.409290	6.836851	39.617828	46.260589	7.172617	183.689636	27.646299
0.283997	0.110666	-7.999548	-0.000089	-0.000041	0.000315	-34.409290	6.836851	39.617828	46.547554	7.265785	183.622436	27.676250
0.274441	0.125011	-8.023079	0.000843	0.000891	0.000049	-34.409290	6.836851	39.617828	46.835369	7.361546	183.554183	27.646299
0.269664	0.120229	-7.980723	0.000710	0.000492	-0.000883	-34.409290	6.836851	39.617828	47.123092	7.456027	183.487365	27.658279
0.283997	0.115447	-8.018373	-0.000089	0.000092	-0.001016	-35.809581	7.785542	40.243507	47.409591	7.553366	183.417755	27.649295
0.274441	0.120229	-8.032492	0.000710	0.000359	-0.000617	-35.809581	7.785542	40.243507	47.696266	7.653518	183.346176	27.649295
0.264886	0.101102	-8.013668	0.000444	0.000625	-0.000218	-35.809581	7.785542	40.243507	47.983715	7.753405	183.273727	27.673255
0.269664	0.091538	-8.013668	-0.000222	-0.000707	-0.000218	-35.809581	7.785542	40.243507	48.269645	7.852294	183.201156	27.649295
0.283997	0.101102	-8.018373	-0.000355	-0.000041	-0.000484	-35.809581	7.785542	40.243507	48.556602	7.952395	183.127349	27.649295
0.279219	0.110666	-8.013668	-0.000222	0.000492	-0.000084	-35.809581	7.785542	40.243507	48.843288	8.054653	183.051269	27.661275
0.255331	0.110666	-8.018373	0.000444	-0.000174	-0.000084	-35.809581	7.785542	40.243507	49.129043	8.158331	182.974609	27.655284
0.269664	0.129793	-8.008960	0.000177	0.000492	0.000581	-35.809581	7.785542	40.243507	49.414661	8.265078	182.894241	27.667266
0.264886	0.125011	-8.004255	-0.000489	0.000492	-0.000351	-35.809581	7.785542	40.243507	49.701393	8.370110	182.814987	27.658279
0.269664	0.125011	-8.004255	-0.000489	0.001424	-0.000351	-35.809581	7.785542	40.243507	49.989105	8.476220	182.734405	27.643304
0.274441	0.105884	-8.018373	0.000310	0.000492	0.000049	-32.832302	8.358334	39.137969	50.274471	8.587444	182.650955	27.637313
0.274441	0.120229	-7.999548	-0.000489	0.001024	-0.000351	-32.832302	8.358334	39.137969	50.561286	8.699313	182.566024	27.649295
0.269664	0.115447	-8.004255	-0.000622	0.001291	0.000049	-32.832302	8.358334	39.137969	50.847644	8.812084	182.479461	27.658279
0.269664	0.105884	-7.990135	-0.000489	0.000092	-0.000218	-32.832302	8.358334	39.137969	51.132881	8.924818	182.393112	27.640308
0.279219	0.120229	-8.008960	-0.000888	-0.000440	-0.000750	-32.832302	8.358334	39.137969	51.417415	9.038103	182.306091	27.649295
0.269664	0.115447	-8.041904	-0.000489	-0.000174	-0.001016	-34.427902	9.122956	39.556720	51.701583	9.155142	182.216720	27.649295
0.264886	0.105884	-8.023079	-0.000222	-0.000174	-0.000218	-34.427902	9.122956	39.556720	51.985561	9.274449	182.124786	27.649295
0.274441	0.120229	-8.027785	-0.001021	0.000225	-0.000218	-34.427902	9.122956	39.556720	52.269821	9.395006	182.030487	27.643304
0.269664	0.105884	-8.008960	-0.000355	0.000225	0.000715	-34.427902	9.122956	39.556720	52.553375	9.518202	181.933670	27.649295
0.269664	0.105884	-8.013668	-0.001154	0.000225	-0.000084	-34.427902	9.122956	39.556720	52.837512	9.640154	181.837203	27.652290
0.283997	0.101102	-8.023079	0.000177	0.000758	-0.000218	-33.030513	8.164484	39.358100	53.122657	9.760394	181.742736	27.643304
0.279219	0.105884	-8.008960	0.000444	-0.000440	-0.000351	-33.030513	8.164484	39.358100	53.406269	9.882074	181.647308	27.658279
0.269664	0.105884	-8.004255	-0.000222	0.000225	0.000448	-33.030513	8.164484	39.358100	53.690208	10.005586	181.548446	27.643304
0.269664	0.105884	-8.004255	-0.000888	0.000225	0.000848	-33.030513	8.164484	39.358100	53.974422	10.130456	181.446960	27.649295
0.274441	0.110666	-7.994843	0.000177	0.000092	-0.000084	-33.030513	8.164484	39.358100	54.259033	10.257010	181.345794	27.658279
0.269664	0.115447	-8.032492	0.000044	0.000625	-0.000084	-35.016727	8.560958	39.362976	54.543903	10.387029	181.241333	27.658279
0.288774	0.110666	-8.004255	-0.000222	0.000359	-0.000484	-35.016727	8.560958	39.362976	54.828819	10.517293	181.136306	27.646299
0.283997	0.120229	-8.023079	-0.000222	0.001291	0.001114	-35.016727	8.560958	39.362976	55.114219	10.653260	181.024734	27.646299
0.274441	0.110666	-8.004255	-0.000489	0.000625	0.000049	-35.016727	8.560958	39.362976	55.398948	10.787131	180.915100	27.652290
0.269664	0.110666	-8.018373	-0.000888	0.000092	-0.000883	-35.016727	8.560958	39.362976	55.683143	10.919766	180.806457	27.637313
0.279219	0.115447	-8.032492	0.000177	0.000359	0.000182	-33.424430	8.568158	38.496791	55.966632	11.059346	180.692291	27.646299
0.264886	0.120229	-8.018373	-0.000355	0.000225	0.000581	-33.424430	8.568158	38.496791	56.250007	11.201037	180.574981	27.661275
0.269664	0.101102	-8.004255	-0.000755	0.000758	0.000049	-33.424430	8.568158	38.496791	56.533962	11.341364	180.458236	27.652290
0.274441	0.115447	-8.041904	-0.000622	0.000625	0.000049	-33.424430	8.568158	38.496791	56.817699	11.484840	180.338607	27.649295
0.264886	0.101102	-8.023079	-0.000888	0.000492	-0.000883	-32.841411	9.110587	39.544673	57.101470	11.628356	180.219375	27.628328
0.264886	0.115447	-8.041904	-0.000622	0.000758	-0.000883	-32.841411	9.110587	39.544673	57.385486	11.775418	180.097045	27.640308
0.264886	0.105884	-7.999548	0.000044	0.000092	-0.000084	-32.841411	9.110587	39.544673	57.667739	11.925939	179.971618	27.655284
